gene_stable_id	display_id	description	HumanReadableName
ENSG00000172188	OR4C11	olfactory receptor, family 4, subfamily C, member 11 [Source:RefSeq_peptide;Acc:NP_001004700]	RussLampel
ENSG00000013306	CG69_HUMAN	Mitochondrial carrier protein CGI-69. [Source:Uniprot/SWISSPROT;Acc:Q9BZJ4]	RussLampel
ENSG00000072041	SLC6A15	Orphan sodium- and chloride-dependent neurotransmitter transporter NTT73 (Orphan transporter v7-3) (Solute carrier family 6 member 15). [Source:Uniprot/SWISSPROT;Acc:Q9H2J7]	RussLampel
ENSG00000075415	SLC25A3	Phosphate carrier protein, mitochondrial precursor (PTP). [Source:Uniprot/SWISSPROT;Acc:Q00325]	RussLampel
ENSG00000129270	MMP28	Matrix metalloproteinase-28 precursor (EC 3.4.24.-) (MMP-28) (Epilysin). [Source:Uniprot/SWISSPROT;Acc:Q9H239]	RussLampel
ENSG00000121853	GHSR	Growth hormone secretagogue receptor type 1 (GHS-R) (GH-releasing peptide receptor) (GHRP) (Ghrelin receptor). [Source:Uniprot/SWISSPROT;Acc:Q92847]	RussLampel
ENSG00000164588	HCN1	Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1 (Brain cyclic nucleotide gated channel 1) (BCNG-1). [Source:Uniprot/SWISSPROT;Acc:O60741]	RussLampel
ENSG00000143126	CELSR2	Cadherin EGF LAG seven-pass G-type receptor 2 precursor (Epidermal growth factor-like 2) (Multiple epidermal growth factor-like domains 3) (Flamingo 1). [Source:Uniprot/SWISSPROT;Acc:Q9HCU4]	RussLampel
ENSG00000009413	REV3L	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (hREV3). [Source:Uniprot/SWISSPROT;Acc:O60673]	RussLampel
ENSG00000069018	TRPC7	Short transient receptor potential channel 7 (TrpC7) (TRP7 protein). [Source:Uniprot/SWISSPROT;Acc:Q9HCX4]	RussLampel
ENSG00000162949	CAPN13	calpain 13 [Source:RefSeq_peptide;Acc:NP_653176]	RussLampel
ENSG00000160323	ADAMTS13	a disintegrin-like and metalloprotease (reprolysin type) with thrombospondin type 1 motif, 13 isoform 1 preproprotein [Source:RefSeq_peptide;Acc:NP_620594]	RussLampel
ENSG00000137700	SLC37A4	Glucose 6-phosphate translocase (Glucose 5-phosphate transporter) (Solute carrier family 37, member 4). [Source:Uniprot/SWISSPROT;Acc:O43826]	RussLampel
ENSG00000109472	CPE	Carboxypeptidase E precursor (EC 3.4.17.10) (CPH) (Carboxypeptidase H) (CPE) (Enkephalin convertase) (Prohormone processing carboxypeptidase). [Source:Uniprot/SWISSPROT;Acc:P16870]	RussLampel
ENSG00000197693	N/A	N/A	RussLampel
ENSG00000170835	CEL	Bile-salt-activated lipase precursor (EC 3.1.1.3) (EC 3.1.1.13) (BAL) (Bile-salt-stimulated lipase) (BSSL) (Carboxyl ester lipase) (Sterol esterase) (Cholesterol esterase) (Pancreatic lysophospholipase). [Source:Uniprot/SWISSPROT;Acc:P19835]	RussLampel
ENSG00000007264	MATK	Megakaryocyte-associated tyrosine-protein kinase (EC 2.7.1.112) (Tyrosine-protein kinase CTK) (Protein kinase HYL) (Hematopoietic consensus tyrosine-lacking kinase). [Source:Uniprot/SWISSPROT;Acc:P42679]	RussLampel
ENSG00000167822	OR8J3	Olfactory receptor 8J3. [Source:Uniprot/SWISSPROT;Acc:Q8NGG0]	RussLampel
ENSG00000113161	HMGCR	3-hydroxy-3-methylglutaryl-coenzyme A reductase (EC 1.1.1.34) (HMG-CoA reductase). [Source:Uniprot/SWISSPROT;Acc:P04035]	RussLampel
ENSG00000186723	OR10H1	Olfactory receptor 10H1. [Source:Uniprot/SWISSPROT;Acc:Q9Y4A9]	RussLampel
ENSG00000057252	SOAT1	Sterol O-acyltransferase 1 (EC 2.3.1.26) (Cholesterol acyltransferase 1) (Acyl coenzyme A:cholesterol acyltransferase 1) (ACAT-1). [Source:Uniprot/SWISSPROT;Acc:P35610]	RussLampel
ENSG00000070019	GUCY2C	Heat-stable enterotoxin receptor precursor (GC-C) (Intestinal guanylate cyclase) (EC 4.6.1.2) (STA receptor) (hSTAR). [Source:Uniprot/SWISSPROT;Acc:P25092]	RussLampel
ENSG00000129159	KCNC1	Potassium voltage-gated channel subfamily C member 1 (Voltage-gated potassium channel subunit Kv3.1) (Kv4) (NGK2). [Source:Uniprot/SWISSPROT;Acc:P48547]	RussLampel
ENSG00000179110	OR13C3	Olfactory receptor 13C3. [Source:Uniprot/SWISSPROT;Acc:Q8NGS6]	RussLampel
ENSG00000170790	O10A1_HUMAN	Olfactory receptor 10A1 (Olfactory receptor 11-403) (OR11-403) (Fragment). [Source:Uniprot/SWISSPROT;Acc:O95223]	RussLampel
ENSG00000147246	HTR2C	5-hydroxytryptamine 2C receptor (5-HT-2C) (Serotonin receptor 2C) (5- HT2C) (5-HTR2C) (5HT-1C). [Source:Uniprot/SWISSPROT;Acc:P28335]	RussLampel
ENSG00000101188	NTSR1	Neurotensin receptor type 1 (NT-R-1) (High-affinity levocabastine- insensitive neurotensin receptor) (NTRH). [Source:Uniprot/SWISSPROT;Acc:P30989]	RussLampel
ENSG00000196115	Q6NVV9_HUMAN	ADAM5 protein. [Source:Uniprot/SPTREMBL;Acc:Q6NVV9]	RussLampel
ENSG00000176922	OR51S1	Olfactory receptor 51S1. [Source:Uniprot/SWISSPROT;Acc:Q8NGJ8]	RussLampel
ENSG00000157184	CPT2	Carnitine O-palmitoyltransferase II, mitochondrial precursor (EC 2.3.1.21) (CPT II). [Source:Uniprot/SWISSPROT;Acc:P23786]	RussLampel
ENSG00000025708	ECGF1	Thymidine phosphorylase precursor (EC 2.4.2.4) (TdRPase) (TP) (Platelet-derived endothelial cell growth factor) (PD-ECGF) (Gliostatin). [Source:Uniprot/SWISSPROT;Acc:P19971]	RussLampel
ENSG00000100665	SERPINA4	Kallistatin precursor (Serpin A4) (Kallikrein inhibitor) (Protease inhibitor 4). [Source:Uniprot/SWISSPROT;Acc:P29622]	RussLampel
ENSG00000155249	OR4K1	Olfactory receptor 4K1. [Source:Uniprot/SWISSPROT;Acc:Q8NGD4]	RussLampel
ENSG00000124493	GRM4	Metabotropic glutamate receptor 4 precursor (mGluR4). [Source:Uniprot/SWISSPROT;Acc:Q14833]	RussLampel
ENSG00000140379	BCL2A1	Bcl-2-related protein A1 (BFL-1 protein) (Hemopoietic-specific early response protein) (GRS protein). [Source:Uniprot/SWISSPROT;Acc:Q16548]	RussLampel
ENSG00000129749	CHRNA10	Neuronal acetylcholine receptor protein, alpha-10 subunit precursor (Nicotinic acetylcholine receptor subunit alpha 10) (NACHR alpha 10). [Source:Uniprot/SWISSPROT;Acc:Q9GZZ6]	RussLampel
ENSG00000128510	CPA4	Carboxypeptidase A4 precursor (EC 3.4.17.-) (Carboxypeptidase A3). [Source:Uniprot/SWISSPROT;Acc:Q9UI42]	RussLampel
ENSG00000188340	OR6N2	Olfactory receptor 6N2. [Source:Uniprot/SWISSPROT;Acc:Q8NGY6]	RussLampel
ENSG00000165092	ALDH1A1	Retinal dehydrogenase 1 (EC 1.2.1.36) (RalDH1) (RALDH 1) (Aldehyde dehydrogenase family 1 member A1) (Aldehyde dehydrogenase, cytosolic) (ALHDII) (ALDH-E1). [Source:Uniprot/SWISSPROT;Acc:P00352]	RussLampel
ENSG00000061918	GUCY1B3	Guanylate cyclase soluble, beta-1 chain (EC 4.6.1.2) (GCS-beta-1) (Soluble guanylate cyclase small subunit) (GCS-beta-3). [Source:Uniprot/SWISSPROT;Acc:Q02153]	RussLampel
ENSG00000169410	PTPN9	Tyrosine-protein phosphatase, non-receptor type 9 (EC 3.1.3.48) (Protein-tyrosine phosphatase MEG2) (PTPase-MEG2). [Source:Uniprot/SWISSPROT;Acc:P43378]	RussLampel
ENSG00000165078	CPA6	Carboxypeptidase A6 precursor (EC 3.4.17.1) (Carboxypeptidase B). [Source:Uniprot/SWISSPROT;Acc:Q8N4T0]	RussLampel
ENSG00000117114	LPHN2	Latrophilin-2 precursor (Calcium-independent alpha-latrotoxin receptor 2) (Latrophilin homolog 1) (Lectomedin-1). [Source:Uniprot/SWISSPROT;Acc:O95490]	RussLampel
ENSG00000166828	SCNN1G	Amiloride-sensitive sodium channel gamma-subunit (Epithelial Na+ channel gamma subunit) (Gamma ENaC) (Nonvoltage-gated sodium channel 1 gamma subunit) (SCNEG) (Gamma NaCH). [Source:Uniprot/SWISSPROT;Acc:P51170]	RussLampel
ENSG00000147432	CHRNB3	Neuronal acetylcholine receptor protein, beta-3 subunit precursor. [Source:Uniprot/SWISSPROT;Acc:Q05901]	RussLampel
ENSG00000181761	OR8H3	Olfactory receptor 8H3. [Source:Uniprot/SWISSPROT;Acc:Q8N146]	RussLampel
ENSG00000124564	SLC17A3	Sodium-dependent phosphate transport protein 4 (Sodium/phosphate cotransporter 4) (Na(+)/PI cotransporter 4). [Source:Uniprot/SWISSPROT;Acc:O00476]	RussLampel
ENSG00000139508	NP_861450.1	N/A	RussLampel
ENSG00000169618	GPR73	Prokineticin receptor 1 (PK-R1) (G-protein coupled receptor 73) (GPR73a) (G-protein coupled receptor ZAQ). [Source:Uniprot/SWISSPROT;Acc:Q8TCW9]	RussLampel
ENSG00000155093	PTPRN2	Receptor-type tyrosine-protein phosphatase N2 precursor (EC 3.1.3.48) (R-PTP-N2) (Islet cell autoantigen related protein) (ICAAR) (IAR) (Phogrin). [Source:Uniprot/SWISSPROT;Acc:Q92932]	RussLampel
ENSG00000186474	KLK12	Kallikrein 12 precursor (EC 3.4.21.-) (Kallikrein-like protein 5) (KLK-L5). [Source:Uniprot/SWISSPROT;Acc:Q9UKR0]	RussLampel
ENSG00000185013	NT5C1B	Cytosolic 5'-nucleotidase IB (EC 3.1.3.5) (cN1B) (cN-IB) (Autoimmune infertility-related protein) (FKSG85 protein). [Source:Uniprot/SWISSPROT;Acc:Q96P26]	RussLampel
ENSG00000160584	NP_079440.2	N/A	RussLampel
ENSG00000196099	OR6X1	Olfactory receptor 6X1. [Source:Uniprot/SWISSPROT;Acc:Q8NH79]	RussLampel
ENSG00000135049	AGTPBP1	ATP/GTP binding protein 1 [Source:RefSeq_peptide;Acc:NP_056054]	RussLampel
ENSG00000151388	ADAMTS12	ADAMTS-12 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 12) (ADAM-TS 12) (ADAM-TS12). [Source:Uniprot/SWISSPROT;Acc:P58397]	RussLampel
ENSG00000188679	N/A	N/A	RussLampel
ENSG00000135124	P2RX4	P2X purinoceptor 4 (ATP receptor) (P2X4) (Purinergic receptor). [Source:Uniprot/SWISSPROT;Acc:Q99571]	RussLampel
ENSG00000140400	MAN2C1	Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1) (Alpha mannosidase 6A8B). [Source:Uniprot/SWISSPROT;Acc:Q9NTJ4]	RussLampel
ENSG00000164089	AGXT2L1	alanine-glyoxylate aminotransferase 2-like 1 [Source:RefSeq_peptide;Acc:NP_112569]	RussLampel
ENSG00000184933	OR6A2	Olfactory receptor 6A2 (Olfactory receptor 11-55) (OR11-55) (hP2 olfactory receptor). [Source:Uniprot/SWISSPROT;Acc:O95222]	RussLampel
ENSG00000170075	GPR37L1	Endothelin B receptor-like protein-2 precursor (ETBR-LP-2) (G-protein coupled receptor 37 like 1). [Source:Uniprot/SWISSPROT;Acc:O60883]	RussLampel
ENSG00000135679	MDM2	Ubiquitin-protein ligase E3 Mdm2 (EC 6.3.2.-) (p53-binding protein Mdm2) (Oncoprotein Mdm2) (Double minute 2 protein) (Hdm2). [Source:Uniprot/SWISSPROT;Acc:Q00987]	RussLampel
ENSG00000010282	K1173_HUMAN	N/A	RussLampel
ENSG00000177012	N/A	N/A	RussLampel
ENSG00000171133	OR2K2	Olfactory receptor 2K2 (HTPCRH06). [Source:Uniprot/SWISSPROT;Acc:Q8NGT1]	RussLampel
ENSG00000065615	NCB5OR	NADPH cytochrome B5 oxidoreductase [Source:RefSeq_peptide;Acc:NP_057314]	RussLampel
ENSG00000121879	PIK3CA	Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, alpha isoform (EC 2.7.1.153) (PI3-kinase p110 subunit alpha) (PtdIns- 3-kinase p110) (PI3K). [Source:Uniprot/SWISSPROT;Acc:P42336]	RussLampel
ENSG00000078269	SYNJ2	Synaptojanin 2 (EC 3.1.3.36) (Synaptic inositol-1,4,5-trisphosphate 5- phosphatase 2). [Source:Uniprot/SWISSPROT;Acc:O15056]	RussLampel
ENSG00000151414	NEK7	Serine/threonine-protein kinase Nek7 (EC 2.7.1.37) (NimA-related protein kinase 7). [Source:Uniprot/SWISSPROT;Acc:Q8TDX7]	RussLampel
ENSG00000183150	GPR19	Probable G-protein coupled receptor 19 (GPR-NGA). [Source:Uniprot/SWISSPROT;Acc:Q15760]	RussLampel
ENSG00000135917	SLC19A3	solute carrier family 19, member 3 [Source:RefSeq_peptide;Acc:NP_079519]	RussLampel
ENSG00000187048	CYP4A11	Cytochrome P450 4A11 precursor (EC 1.14.15.3) (CYPIVA11) (Fatty acid omega-hydroxylase) (P-450 HK omega) (Lauric acid omega-hydroxylase) (CYP4AII) (P450-HL-omega). [Source:Uniprot/SWISSPROT;Acc:Q02928]	RussLampel
ENSG00000137193	PIM1	Proto-oncogene serine/threonine-protein kinase Pim-1 (EC 2.7.1.37). [Source:Uniprot/SWISSPROT;Acc:P11309]	RussLampel
ENSG00000162409	PRKAA2	5'-AMP-activated protein kinase, catalytic alpha-2 chain (EC 2.7.1.-) (AMPK alpha-2 chain). [Source:Uniprot/SWISSPROT;Acc:P54646]	RussLampel
ENSG00000105397	TYK2	Non-receptor tyrosine-protein kinase TYK2 (EC 2.7.1.112). [Source:Uniprot/SWISSPROT;Acc:P29597]	RussLampel
ENSG00000174738	NR1D2	Orphan nuclear receptor NR1D2 (Rev-erb-beta) (EAR-1R) (Orphan nuclear hormone receptor BD73). [Source:Uniprot/SWISSPROT;Acc:Q14995]	RussLampel
ENSG00000087088	BAX	BAX protein, cytoplasmic isoform gamma. [Source:Uniprot/SWISSPROT;Acc:Q07815]	RussLampel
ENSG00000159961	OR3A3	Olfactory receptor 3A3 (Olfactory receptor 17-201) (OR17-201). [Source:Uniprot/SWISSPROT;Acc:P47888]	RussLampel
ENSG00000116396	KCNC4	Potassium voltage-gated channel subfamily C member 4 (Voltage-gated potassium channel subunit Kv3.4) (KSHIIIC). [Source:Uniprot/SWISSPROT;Acc:Q03721]	RussLampel
ENSG00000160396	HIPK4	homeodomain interacting protein kinase 4 [Source:RefSeq_peptide;Acc:NP_653286]	RussLampel
ENSG00000177464	GPR4	Probable G-protein coupled receptor GPR4 (GPR19). [Source:Uniprot/SWISSPROT;Acc:P46093]	RussLampel
ENSG00000179603	GRM8	Metabotropic glutamate receptor 8 precursor (mGluR8). [Source:Uniprot/SWISSPROT;Acc:O00222]	RussLampel
ENSG00000188796	N/A	N/A	RussLampel
ENSG00000085491	SLC25A24	solute carrier family 25 member 24 isoform 1 [Source:RefSeq_peptide;Acc:NP_037518]	RussLampel
ENSG00000137869	CYP19A1	Cytochrome P450 19A1 (Aromatase) (EC 1.14.14.1) (CYPXIX) (Estrogen synthetase) (P-450AROM). [Source:Uniprot/SWISSPROT;Acc:P11511]	RussLampel
ENSG00000111640	G3P2_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, liver (EC 1.2.1.12) (GAPDH). [Source:Uniprot/SWISSPROT;Acc:P04406]	RussLampel
ENSG00000130347	RTN4IP1	reticulon 4 interacting protein 1 [Source:RefSeq_peptide;Acc:NP_116119]	RussLampel
ENSG00000171552	BCL2L1	Apoptosis regulator Bcl-X (Bcl-2-like 1 protein). [Source:Uniprot/SWISSPROT;Acc:Q07817]	RussLampel
ENSG00000197838	CYP2A13	Cytochrome P450 2A13 (EC 1.14.14.1) (CYPIIA13). [Source:Uniprot/SWISSPROT;Acc:Q16696]	RussLampel
ENSG00000171174	RBKS	Ribokinase (EC 2.7.1.15). [Source:Uniprot/SWISSPROT;Acc:Q9H477]	RussLampel
ENSG00000069764	PLA2G10	Group X secretory phospholipase A2 precursor (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase GX) (GX sPLA2) (sPLA2-X). [Source:Uniprot/SWISSPROT;Acc:O15496]	RussLampel
ENSG00000183695	MRGX2_HUMAN	Mas-related G-protein coupled receptor member X2. [Source:Uniprot/SWISSPROT;Acc:Q96LB1]	RussLampel
ENSG00000108242	CYP2C18	Cytochrome P450 2C18 (EC 1.14.14.1) (CYPIIC18) (P450-6B/29C). [Source:Uniprot/SWISSPROT;Acc:P33260]	RussLampel
ENSG00000196798	N/A	N/A	RussLampel
ENSG00000130368	MAS1	MAS proto-oncogene. [Source:Uniprot/SWISSPROT;Acc:P04201]	RussLampel
ENSG00000140263	SORD	Sorbitol dehydrogenase (EC 1.1.1.14) (L-iditol 2-dehydrogenase). [Source:Uniprot/SWISSPROT;Acc:Q00796]	RussLampel
ENSG00000106799	TGFBR1	TGF-beta receptor type I precursor (EC 2.7.1.37) (TGFR-1) (TGF-beta type I receptor) (Serine/threonine-protein kinase receptor R4) (SKR4) (Activin receptor-like kinase 5) (ALK-5). [Source:Uniprot/SWISSPROT;Acc:P36897]	RussLampel
ENSG00000116791	CRYZ	Quinone oxidoreductase (EC 1.6.5.5) (NADPH:quinone reductase) (Zeta- crystallin). [Source:Uniprot/SWISSPROT;Acc:Q08257]	RussLampel
ENSG00000008277	ADAM22	ADAM 22 precursor (A disintegrin and metalloproteinase domain 22) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 2) (Metalloproteinase-disintegrin ADAM22-3). [Source:Uniprot/SWISSPROT;Acc:Q9P0K1]	RussLampel
ENSG00000138792	ENPEP	Glutamyl aminopeptidase (EC 3.4.11.7) (EAP) (Aminopeptidase A) (APA) (Differentiation antigen gp160). [Source:Uniprot/SWISSPROT;Acc:Q07075]	RussLampel
ENSG00000117601	SERPINC1	Antithrombin-III precursor (ATIII). [Source:Uniprot/SWISSPROT;Acc:P01008]	RussLampel
ENSG00000121988	ZRANB3	zinc finger, RAN-binding domain containing 3 [Source:RefSeq_peptide;Acc:NP_115519]	RussLampel
ENSG00000100473	COCH	Cochlin precursor (COCH-5B2). [Source:Uniprot/SWISSPROT;Acc:O43405]	RussLampel
ENSG00000132142	ACACA	Acetyl-CoA carboxylase 1 (EC 6.4.1.2) (ACC-alpha) [Includes: Biotin carboxylase (EC 6.3.4.14)]. [Source:Uniprot/SWISSPROT;Acc:Q13085]	RussLampel
ENSG00000174942	OR5R1	Olfactory receptor 5R1 (Olfactory receptor OR11-185). [Source:Uniprot/SWISSPROT;Acc:Q8NH85]	RussLampel
ENSG00000172209	GPR22	Probable G-protein coupled receptor 22. [Source:Uniprot/SWISSPROT;Acc:Q99680]	RussLampel
ENSG00000135587	SMPD2	Sphingomyelin phosphodiesterase 2 (EC 3.1.4.12) (Neutral sphingomyelinase) (nSMase) (N-SMase) (Lyso-platelet activating factor- phospholipase C) (Lyso-PAF-PLC). [Source:Uniprot/SWISSPROT;Acc:O60906]	RussLampel
ENSG00000112294	ALDH5A1	Succinate semialdehyde dehydrogenase, mitochondrial precursor (EC 1.2.1.24) (NAD(+)-dependent succinic semialdehyde dehydrogenase). [Source:Uniprot/SWISSPROT;Acc:P51649]	RussLampel
ENSG00000010438	PRSS3	Trypsin III precursor (EC 3.4.21.4) (Brain trypsinogen) (Mesotrypsinogen) (Trypsin IV). [Source:Uniprot/SWISSPROT;Acc:P35030]	RussLampel
ENSG00000102743	SLC25A15	Mitochondrial ornithine transporter 1 (Solute carrier family 25, member 15). [Source:Uniprot/SWISSPROT;Acc:Q9Y619]	RussLampel
ENSG00000188838	ARK74_HUMAN	Aflatoxin B1 aldehyde reductase member 4 (EC 1.-.-.-) (Fragment). [Source:Uniprot/SWISSPROT;Acc:Q8NHP1]	RussLampel
ENSG00000188558	OR2G6	olfactory receptor, family 2, subfamily G, member 6 [Source:RefSeq_peptide;Acc:NP_001013373]	RussLampel
ENSG00000182227	N/A	N/A	RussLampel
ENSG00000197287	N/A	N/A	RussLampel
ENSG00000087237	CETP	Cholesteryl ester transfer protein precursor (Lipid transfer protein I). [Source:Uniprot/SWISSPROT;Acc:P11597]	RussLampel
ENSG00000093222	ULK4	ULK4 protein. [Source:Uniprot/SPTREMBL;Acc:Q96C45]	RussLampel
ENSG00000196738	N/A	N/A	RussLampel
ENSG00000116833	NR5A2	Orphan nuclear receptor NR5A2 (Alpha-1-fetoprotein transcription factor) (Hepatocytic transcription factor) (B1-binding factor) (hB1F) (CYP7A promoter binding factor). [Source:Uniprot/SWISSPROT;Acc:O00482]	RussLampel
ENSG00000198056	PRIM1	DNA primase small subunit (EC 2.7.7.-) (DNA primase 49 kDa subunit) (p49). [Source:Uniprot/SWISSPROT;Acc:P49642]	RussLampel
ENSG00000196282	N/A	N/A	RussLampel
ENSG00000198461	CYP2G1P	CYP2G1 homolog protein (Fragment). [Source:Uniprot/SPTREMBL;Acc:Q16411]	RussLampel
ENSG00000116176	TPSG1	Tryptase gamma precursor (EC 3.4.21.-) (Transmembrane tryptase). [Source:Uniprot/SWISSPROT;Acc:Q9NRR2]	RussLampel
ENSG00000168803	NP_001012987.1	N/A	RussLampel
ENSG00000113073	SLC4A9	Anion exchange protein 4 (Anion exchanger 4) (Sodium bicarbonate cotransporter 5). [Source:Uniprot/SWISSPROT;Acc:Q96Q91]	RussLampel
ENSG00000133742	CA1	Carbonic anhydrase I (EC 4.2.1.1) (Carbonate dehydratase I) (CA-I) (Carbonic anhydrase B). [Source:Uniprot/SWISSPROT;Acc:P00915]	RussLampel
ENSG00000198362	OR2J2	Olfactory receptor 2J2 (Olfactory receptor 6-8) (OR6-8) (Hs6M1-6). [Source:Uniprot/SWISSPROT;Acc:O76002]	RussLampel
ENSG00000185385	OR7A17	Olfactory receptor 7A17. [Source:Uniprot/SWISSPROT;Acc:O14581]	RussLampel
ENSG00000033867	SLC4A7	solute carrier family 4, sodium bicarbonate cotransporter, member 7 [Source:RefSeq_peptide;Acc:NP_003606]	RussLampel
ENSG00000182064	N/A	N/A	RussLampel
ENSG00000158769	F11R	Junctional adhesion molecule A precursor (JAM-A) (Junctional adhesion molecule 1) (JAM) (Platelet adhesion molecule 1) (PAM-1) (Platelet F11 receptor). [Source:Uniprot/SWISSPROT;Acc:Q9Y624]	RussLampel
ENSG00000160179	ABCG1	ATP-binding cassette, sub-family G, member 1 (White protein homolog) (ATP-binding cassette transporter 8). [Source:Uniprot/SWISSPROT;Acc:P45844]	RussLampel
ENSG00000126602	TRAP1	Heat shock protein 75 kDa, mitochondrial precursor (HSP 75) (Tumor necrosis factor type 1 receptor associated protein) (TRAP-1) (TNFR- associated protein 1). [Source:Uniprot/SWISSPROT;Acc:Q12931]	RussLampel
ENSG00000170425	ADORA2B	Adenosine A2b receptor. [Source:Uniprot/SWISSPROT;Acc:P29275]	RussLampel
ENSG00000072182	ACCN4	amiloride-sensitive cation channel 4 isoform 2 [Source:RefSeq_peptide;Acc:NP_878267]	RussLampel
ENSG00000187847	OR7E24	olfactory receptor, family 7, subfamily E, member 24 (OR7E24) on chromosome 19 [Source:RefSeq_dna;Acc:NR_002146]	RussLampel
ENSG00000159398	NP_659461.1	N/A	RussLampel
ENSG00000122787	AKR1D1	3-oxo-5-beta-steroid 4-dehydrogenase (EC 1.3.99.6) (Delta(4)-3- ketosteroid 5-beta-reductase) (Aldo-keto reductase family 1 member D1). [Source:Uniprot/SWISSPROT;Acc:P51857]	RussLampel
ENSG00000169084	DHRSX	Zinc finger BED domain containing protein 1 (dREF homolog) (Putative Ac-like transposable element). [Source:Uniprot/SWISSPROT;Acc:O96006]	RussLampel
ENSG00000140505	CYP1A2	Cytochrome P450 1A2 (EC 1.14.14.1) (CYPIA2) (P450-P3) (P(3)450) (P450 4). [Source:Uniprot/SWISSPROT;Acc:P05177]	RussLampel
ENSG00000132855	ANGPTL3	Angiopoietin-related protein 3 precursor (Angiopoietin-like 3) (Angiopoietin-5) (ANG-5). [Source:Uniprot/SWISSPROT;Acc:Q9Y5C1]	RussLampel
ENSG00000196230	N/A	N/A	RussLampel
ENSG00000055732	MCOLN3	Mucolipin-3. [Source:Uniprot/SWISSPROT;Acc:Q8TDD5]	RussLampel
ENSG00000163638	ADAMTS9	ADAMTS-9 precursor (EC 3.4.24.-) (A disintegrin and metalloproteinase with thrombospondin motifs 9) (ADAM-TS 9) (ADAM-TS9). [Source:Uniprot/SWISSPROT;Acc:Q9P2N4]	RussLampel
ENSG00000167972	ABCA3	ATP-binding cassette, sub-family A, member 3 (ATP-binding cassette transporter 3) (ATP-binding cassette 3) (ABC-C transporter). [Source:Uniprot/SWISSPROT;Acc:Q99758]	RussLampel
ENSG00000166479	TXNDC10	Protein disulfide-isomerase TXNDC10 precursor (EC 5.3.4.1) (Thioredoxin domain containing protein 10) (Thioredoxin-related transmembrane protein 3). [Source:Uniprot/SWISSPROT;Acc:Q96JJ7]	RussLampel
ENSG00000036565	SLC18A1	Chromaffin granule amine transporter (Vesicular amine transporter 1) (VAT1) (Solute carrier family 18, member 1). [Source:Uniprot/SWISSPROT;Acc:P54219]	RussLampel
ENSG00000161618	ALDH16A1	aldehyde dehydrogenase 16 family, member A1 [Source:RefSeq_peptide;Acc:NP_699160]	RussLampel
ENSG00000163526	TUBA4	tubulin, alpha 4 [Source:RefSeq_peptide;Acc:NP_079295]	RussLampel
ENSG00000186912	P2RY4	P2Y purinoceptor 4 (P2Y4) (Uridine nucleotide receptor) (UNR) (P2P). [Source:Uniprot/SWISSPROT;Acc:P51582]	RussLampel
ENSG00000149742	SLC22A9	solute carrier family 22 (organic anion/cation transporter), member 9 [Source:RefSeq_peptide;Acc:NP_543142]	RussLampel
ENSG00000165125	TRPV6	Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Epithelial calcium channel 2) (ECaC2) (Calcium transport protein 1) (CaT1) (CaT-like) (CaT-L). [Source:Uniprot/SWISSPROT;Acc:Q9H1D0]	RussLampel
ENSG00000198352	N/A	N/A	RussLampel
ENSG00000118596	SLC16A7	Monocarboxylate transporter 2 (MCT 2). [Source:Uniprot/SWISSPROT;Acc:O60669]	RussLampel
ENSG00000183421	RIPK4	Serine/threonine-protein kinase RIPK4 (EC 2.7.1.37) (Receptor- interacting serine-threonine kinase 4) (Ankyrin repeat domain protein 3) (PKC-delta-interacting protein kinase). [Source:Uniprot/SWISSPROT;Acc:P57078]	RussLampel
ENSG00000117020	AKT3	RAC-gamma serine/threonine-protein kinase (EC 2.7.1.37) (RAC-PK-gamma) (Protein kinase Akt-3) (Protein kinase B, gamma) (PKB gamma) (STK-2). [Source:Uniprot/SWISSPROT;Acc:Q9Y243]	RussLampel
ENSG00000152208	GRID2	Glutamate receptor delta-2 subunit precursor (GluR delta-2). [Source:Uniprot/SWISSPROT;Acc:O43424]	RussLampel
ENSG00000157445	CACNA2D3	calcium channel, voltage-dependent, alpha 2/delta 3 subunit [Source:RefSeq_peptide;Acc:NP_060868]	RussLampel
ENSG00000187134	AKR1C1	Aldo-keto reductase family 1 member C1 (EC 1.1.1.-) (20-alpha- hydroxysteroid dehydrogenase) (EC 1.1.1.149) (20-alpha-HSD) (Trans- 1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (High- affinity hepatic bile acid-binding protein) (HBAB) (Chlordec	RussLampel
ENSG00000119471	HSDL2	hydroxysteroid dehydrogenase like 2 [Source:RefSeq_peptide;Acc:NP_115679]	RussLampel
ENSG00000114487	NP_055244.1	microrchidia homolog [Source:RefSeq_peptide;Acc:NP_055244]	RussLampel
